Instance,Income
118047,62124.64718
118048,45967.42052
118049,28894.54208
118050,33188.01151
118051,84783.21812
118052,126834.0399
118053,167346.8915
118054,72254.77335
118055,380925.6932
118056,155630.0754
118057,855675.935
118058,-17165.35893
118059,-5112.853801
118060,376057.058
118061,74013.71243
118062,426711.1345
118063,281170.8123
118064,40772.71704
118065,51562.87656
118066,176761.5508
118067,140683.4602
118068,-48107.74938
118069,148271.4141
118070,39751.69398
118071,52806.66996
118072,90623.27361
118073,17897.11715
118074,-36925.84847
118075,33317.32191
118076,-28078.06709
118077,95830.70493
118078,98243.06397
118079,304303.8671
118080,38743.24264
118081,15385.23947
118082,156163.989
118083,41244.55381
118084,43771.22035
118085,389159.406
118086,84855.27014
118087,8275.158249
118088,26533.87314
118089,-64723.96771
118090,-21567.38861
118091,161580.7614
118092,41216.98674
118093,101489.9998
118094,105956.6336
118095,60785.71893
118096,67295.72717
118097,-51804.86246
118098,-13410.85476
118099,134197.3764
118100,22814.23571
118101,167553.8195
118102,63630.27904
118103,162816.1571
118104,7138.687253
118105,-25287.21918
118106,78051.59099
118107,12334.46961
118108,85274.62513
118109,151358.7918
118110,36313.17133
118111,66361.28319
118112,2464.257295
118113,328212.0458
118114,88264.23645
118115,159714.3176
118116,98426.35523
118117,107758.3042
118118,228399.8829
118119,-13138.02062
118120,147932.8111
118121,111316.1105
118122,225308.5203
118123,47140.41321
118124,44635.77132
118125,295209.778
118126,369127.1315
118127,25264.80049
118128,62728.15696
118129,113076.7315
118130,89500.85122
118131,34118.01463
118132,-37194.47869
118133,88279.62284
118134,-18219.82408
118135,52453.61185
118136,38182.33465
118137,27382.706
118138,134782.8079
118139,57412.53963
118140,273517.5847
118141,118219.7742
118142,68595.05093
118143,67673.40884
118144,-21413.23806
118145,208320.4285
118146,46765.73365
118147,-17062.38103
118148,86443.30689
118149,321334.3906
118150,128712.6297
118151,186440.2816
118152,141362.5493
118153,37164.72887
118154,125284.8754
118155,494626.9345
118156,48814.48599
118157,-20050.53378
118158,100811.4954
118159,259540.4625
118160,28649.33326
118161,176825.447
118162,228146.2795
118163,-24643.21763
118164,439711.4475
118165,48014.59896
118166,15634.96409
118167,168295.5035
118168,22664.91318
118169,215931.7672
118170,132827.5782
118171,150787.9432
118172,54765.31991
118173,5748.609023
118174,232133.0644
118175,107212.3813
118176,123048.8507
118177,257006.9081
118178,53293.71132
118179,82391.95604
118180,147404.0023
118181,79807.40389
118182,43262.01857
118183,137743.7956
118184,-1562.914925
118185,81141.11268
118186,369246.7352
118187,36345.32178
118188,-24641.52667
118189,-162.3647559
118190,60957.23927
118191,-5907.927658
118192,39978.4982
118193,341372.484
118194,83439.87374
118195,12953.77928
118196,130500.7833
118197,6587.144459
118198,268814.6476
118199,-25088.60329
118200,349113.5234
118201,141284.5951
118202,46164.568
118203,63725.94462
118204,41940.66402
118205,55714.6089
118206,16757.54992
118207,77891.70187
118208,233343.3688
118209,178762.5145
118210,35327.37108
118211,109315.0281
118212,-21645.43027
118213,-9154.397306
118214,33911.84832
118215,496.3189811
118216,156054.9877
118217,70347.11523
118218,128612.7772
118219,49756.56226
118220,119833.6804
118221,137766.4917
118222,245767.2998
118223,174499.5242
118224,21272.88235
118225,29259.46189
118226,170120.0904
118227,87210.40399
118228,48890.28574
118229,101152.6295
118230,378759.6014
118231,51932.89581
118232,27673.10585
118233,-13196.38354
118234,385609.2479
118235,185814.1256
118236,161202.0103
118237,160055.2915
118238,86019.62882
118239,361836.1336
118240,24073.85178
118241,54160.82956
118242,170804.5829
118243,57202.28407
118244,28660.98984
118245,-18213.12139
118246,180516.6272
118247,49478.99128
118248,252414.3879
118249,203270.3205
118250,52940.91579
118251,18680.92594
118252,-18990.42332
118253,-5667.191175
118254,67882.89182
118255,251193.9207
118256,208744.9084
118257,132844.069
118258,118757.9642
118259,-5648.63352
118260,423217.0749
118261,103136.0636
118262,89874.7913
118263,85307.11326
118264,349376.2166
118265,107530.4249
118266,72646.51711
118267,113086.582
118268,-5135.18003
118269,103482.2264
118270,40336.07584
118271,135962.74
118272,353015.4351
118273,142700.042
118274,104581.1555
118275,98944.40123
118276,108069.327
118277,129105.8137
118278,-26145.41066
118279,42865.1278
118280,38008.80291
118281,47799.33525
118282,67581.88058
118283,-19985.46646
118284,41125.13842
118285,166036.8719
118286,26964.30255
118287,82204.73957
118288,347647.9631
118289,176242.587
118290,24957.48443
118291,105101.8297
118292,110894.4876
118293,110337.0937
118294,233863.7401
118295,80217.38865
118296,62299.65772
118297,-26195.41947
118298,240830.1276
118299,48731.5614
118300,115563.5599
118301,15838.51097
118302,99312.07749
118303,76974.41009
118304,-14748.89226
118305,-17710.66198
118306,307764.2596
118307,326789.8514
118308,65152.79622
118309,67396.68074
118310,308010.0662
118311,-13579.47767
118312,118423.8035
118313,107586.1782
118314,113116.5308
118315,13438.76617
118316,-32906.52571
118317,-7871.755468
118318,427086.3536
118319,79782.79687
118320,143776.7448
118321,-6491.599054
118322,-25754.39027
118323,82245.31241
118324,247202.9551
118325,117283.6234
118326,33524.79696
118327,64899.00966
118328,17773.22348
118329,47414.00581
118330,41934.20741
118331,-10271.65394
118332,261376.5005
118333,27136.93637
118334,116904.163
118335,136180.7067
118336,183659.5477
118337,-40334.72165
118338,63638.64829
118339,225861.0496
118340,109078.1208
118341,65753.27114
118342,46181.77826
118343,234395.0111
118344,3155.738155
118345,98907.64177
118346,212949.055
118347,38140.58106
118348,53348.02684
118349,-24260.66276
118350,25433.58267
118351,56625.47701
118352,229562.7097
118353,18076.64846
118354,413970.0445
118355,49358.62764
118356,94478.84325
118357,20804.63662
118358,31419.57006
118359,20813.04368
118360,488824.8287
118361,156407.5496
118362,61021.41378
118363,51139.8342
118364,72174.27518
118365,46993.14669
118366,58140.2528
118367,202530.0988
118368,128201.3405
118369,172719.4866
118370,49556.30414
118371,139651.5558
118372,76608.61859
118373,13357.12209
118374,50675.07581
118375,32666.36891
118376,-87486.52591
118377,50125.23284
118378,4854.229091
118379,333343.8685
118380,24811.88927
118381,317685.8435
118382,79004.03745
118383,15123.39938
118384,120581.1152
118385,55813.32275
118386,100833.7564
118387,437863.7223
118388,8040.882251
118389,25183.06111
118390,109367.5809
118391,31495.17247
118392,53074.24042
118393,170412.1206
118394,180732.8303
118395,-14715.2233
118396,81271.91736
118397,32028.9129
118398,57095.69863
118399,22564.60213
118400,87262.57072
118401,94131.21377
118402,9656.288466
118403,191011.5705
118404,49760.33122
118405,21845.50965
118406,8918.644336
118407,2816.783541
118408,152943.1334
118409,93628.68665
118410,27085.83695
118411,-14865.40748
118412,678651.806
118413,130459.1478
118414,19365.19887
118415,57145.88456
118416,73041.52213
118417,54229.87261
118418,106069.6269
118419,85552.73638
118420,40269.04322
118421,49414.78529
118422,30500.25112
118423,335363.6075
118424,83155.60632
118425,191756.8701
118426,663048.0238
118427,139109.5629
118428,20411.48036
118429,3405.088589
118430,69609.09599
118431,155859.9321
118432,15740.33463
118433,94093.2364
118434,6305.714032
118435,256480.046
118436,93859.31551
118437,78011.38862
118438,5656.671499
118439,33534.18743
118440,115060.6197
118441,46662.10978
118442,91595.89395
118443,91531.81346
118444,187670.6856
118445,188485.3411
118446,94584.96325
118447,164626.6436
118448,28234.43378
118449,325833.7159
118450,101029.1887
118451,296573.7975
118452,50779.23716
118453,88483.15778
118454,134976.1926
118455,500752.0257
118456,5072.304699
118457,52833.63494
118458,74676.48624
118459,275285.2331
118460,105282.8003
118461,26857.44089
118462,154418.0437
118463,285396.0921
118464,50793.84216
118465,35610.98447
118466,52056.25163
118467,32835.9338
118468,56185.24398
118469,123242.5942
118470,6270.65515
118471,251199.0234
118472,64443.89935
118473,78565.09281
118474,-21523.32635
118475,145163.9793
118476,95496.82667
118477,32343.67617
118478,38666.10623
118479,147624.0054
118480,-5248.604162
118481,100393.4402
118482,94248.4352
118483,69026.28756
118484,49673.56307
118485,95222.27907
118486,137327.8897
118487,76859.63729
118488,181691.417
118489,41482.36037
118490,21021.4702
118491,119146.1256
118492,-6703.178214
118493,441493.8117
118494,177888.9505
118495,234375.5532
118496,57692.46266
118497,157816.5106
118498,81682.83868
118499,156622.362
118500,14272.43664
118501,19682.53893
118502,223779.4217
118503,128766.2783
118504,101090.6064
118505,-15150.83369
118506,328553.1335
118507,-56122.09883
118508,59846.50979
118509,83601.94606
118510,48832.42376
118511,41191.22865
118512,361202.7989
118513,96626.70295
118514,261155.15
118515,26495.39787
118516,263732.0899
118517,96915.63762
118518,158736.3209
118519,81660.2209
118520,-48053.26078
118521,520633.4302
118522,24766.6808
118523,6942.34649
118524,74951.02699
118525,34933.43504
118526,85977.05367
118527,19729.89709
118528,134631.0793
118529,-62712.8109
118530,40520.33219
118531,405470.5656
118532,127166.5572
118533,104027.5711
118534,235446.5949
118535,82618.64434
118536,23663.6433
118537,12856.37745
118538,228249.4474
118539,85413.17063
118540,98170.03636
118541,72918.46175
118542,60908.43695
118543,-35302.26877
118544,8858.332653
118545,42488.68556
118546,142115.5771
118547,72307.67473
118548,35137.61797
118549,9305.259811
118550,113898.2337
118551,362778.789
118552,113365.3015
118553,46803.71483
118554,29686.11265
118555,98928.2715
118556,41568.40301
118557,116511.7836
118558,-2508.381927
118559,206747.9153
118560,584264.9801
118561,-37859.99542
118562,14853.63605
118563,346748.4222
118564,18082.82198
118565,110417.7549
118566,65935.10546
118567,114744.3214
118568,8453.85462
118569,31851.76522
118570,90994.55552
118571,311094.3636
118572,33007.18456
118573,102861.2147
118574,52507.03084
118575,85363.75019
118576,-4790.694055
118577,115882.9867
118578,50849.65891
118579,39241.01517
118580,-13505.72901
118581,71760.69085
118582,64579.7949
118583,210287.6259
118584,58152.9223
118585,6511.965216
118586,91256.25722
118587,76074.35355
118588,72765.89854
118589,8657.36096
118590,152335.0174
118591,25434.49339
118592,162196.3106
118593,79948.70938
118594,94661.89808
118595,77199.27987
118596,14429.48935
118597,263347.2054
118598,92134.76365
118599,73519.42002
118600,-19268.80669
118601,115376.6172
118602,53404.63802
118603,31052.38497
118604,-43307.81331
118605,-21167.57954
118606,58949.29315
118607,149240.322
118608,28800.60218
118609,46373.666
118610,272066.9332
118611,128009.0223
118612,112420.2583
118613,17483.6163
118614,33207.29449
118615,188472.0393
118616,26884.83108
118617,363164.2605
118618,425704.6578
118619,-28938.58803
118620,12465.70588
118621,23933.38065
118622,5470.157794
118623,-46920.27957
118624,17031.18954
118625,18972.06133
118626,174987.9423
118627,-54947.54336
118628,80263.75674
118629,30679.75172
118630,91920.27129
118631,81259.03907
118632,104349.265
118633,89875.81124
118634,2636.925846
118635,128360.8046
118636,-9348.794971
118637,167384.8024
118638,247766.9802
118639,416764.8395
118640,69756.44877
118641,234411.4442
118642,91051.51453
118643,107855.8062
118644,-67782.34943
118645,193229.3887
118646,68698.00563
118647,139496.6493
118648,18463.99311
118649,451144.461
118650,62468.49484
118651,116562.1648
118652,50606.54068
118653,129985.8361
118654,-42857.33799
118655,10695.68227
118656,26855.68073
118657,49741.283
118658,389259.3803
118659,33882.64681
118660,87117.30558
118661,45244.70438
118662,321965.9883
118663,149451.0387
118664,-42340.97347
118665,166399.1268
118666,71762.74857
118667,-20015.78031
118668,94762.32588
118669,11494.59882
118670,237376.5793
118671,23362.63614
118672,162752.0038
118673,13081.56665
118674,380089.652
118675,117660.4105
118676,-4698.472773
118677,5734.607859
118678,138552.229
118679,281603.9661
118680,122591.0907
118681,58929.07314
118682,-45354.13015
118683,18135.87226
118684,-55483.25555
118685,301352.0151
118686,24422.39304
118687,265302.5966
118688,5250.130022
118689,58373.41027
118690,293602.1952
118691,108912.141
118692,445346.8843
118693,68726.15124
118694,13105.04514
118695,40610.24221
118696,76847.97786
118697,-953.621384
118698,25348.59013
118699,102213.2087
118700,22266.11811
118701,54944.88216
118702,447024.695
118703,10066.01476
118704,40800.19711
118705,20518.28316
118706,-30804.8873
118707,-46397.82708
118708,52298.3421
118709,68089.08231
118710,197903.7176
118711,5665.255896
118712,189155.404
118713,12945.84866
118714,2483.151116
118715,62718.713
118716,22293.55658
118717,45149.88364
118718,137478.6634
118719,52059.24852
118720,859.0294884
118721,32953.92295
118722,93191.75238
118723,11897.5479
118724,349157.029
118725,130905.6154
118726,40001.87443
118727,-7815.14934
118728,110282.2798
118729,181716.7842
118730,55211.73017
118731,124260.5468
118732,26618.55138
118733,103661.6153
118734,171284.27
118735,207438.0415
118736,40894.51818
118737,302026.0774
118738,106450.4613
118739,52953.20247
118740,106080.2515
118741,13038.7555
118742,101515.2142
118743,145415.0409
118744,191181.2123
118745,92920.18976
118746,77608.86227
118747,62561.89038
118748,24032.48227
118749,53908.04485
118750,155964.9885
118751,163970.0345
118752,-40245.69709
118753,12695.83459
118754,66884.1133
118755,120812.1371
118756,174219.5992
118757,761905.4606
118758,-32493.54713
118759,65098.91888
118760,361866.5011
118761,113009.3099
118762,-29350.10253
118763,285536.4725
118764,366143.8588
118765,156194.0435
118766,83839.63973
118767,155005.6625
118768,15482.26425
118769,29031.43689
118770,80373.92556
118771,664.1151327
118772,175920.3439
118773,110646.7879
118774,-744.4738753
118775,114110.2643
118776,53688.60349
118777,162684.0363
118778,-55160.18121
118779,32135.98531
118780,6229.588056
118781,61135.35984
118782,-29849.68329
118783,-28382.55546
118784,22952.55763
118785,-233603.3935
118786,-9961.499851
118787,149808.8458
118788,57437.52556
118789,184381.4362
118790,346847.5366
118791,41758.15947
118792,129513.8044
118793,160884.1958
118794,24007.60587
118795,194422.9011
118796,401914.0122
118797,518348.0694
118798,260478.3996
118799,137831.4965
118800,-22947.23379
118801,73708.28509
118802,271230.1434
118803,202536.7064
118804,65363.67019
118805,284902.8547
118806,61336.26348
118807,38865.37144
118808,53844.78444
118809,-18963.52317
118810,-19105.07095
118811,61504.50109
118812,11813.8855
118813,40930.11708
118814,85060.93691
118815,162892.0988
118816,133322.3238
118817,164354.6589
118818,-23166.33736
118819,59626.9437
118820,320821.6281
118821,40799.51656
118822,-7524.802196
118823,92682.52348
118824,99257.1246
118825,-17938.85739
118826,-12013.89289
118827,300903.9088
118828,82334.73751
118829,-17691.60174
118830,34845.65549
118831,109434.2172
118832,76835.54926
118833,51738.71584
118834,124681.6163
118835,46301.78026
118836,62679.27647
118837,251617.2601
118838,73906.49156
118839,164720.6902
118840,268634.5829
118841,384175.8821
118842,404675.2304
118843,32527.37687
118844,75537.02545
118845,-63980.66964
118846,34773.39638
118847,346440.2771
118848,27910.56077
118849,281516.5574
118850,255083.1818
118851,25042.0579
118852,50176.09704
118853,36537.81757
118854,177894.9207
118855,324804.8508
118856,51926.37252
118857,71168.79929
118858,45877.17474
118859,64059.32965
118860,54486.36793
118861,-10287.96071
118862,158356.1108
118863,127460.2277
118864,59990.72233
118865,263698.1238
118866,532014.8155
118867,126192.9372
118868,49183.56351
118869,453626.7645
118870,214721.2967
118871,106959.0089
118872,10262.29347
118873,9604.250643
118874,90155.94843
118875,118680.5577
118876,40557.78081
118877,223877.35
118878,71634.22503
118879,233767.9691
118880,103563.2305
118881,152248.7088
118882,57948.7407
118883,53535.85329
118884,125088.9838
118885,79837.84948
118886,42049.09626
118887,14441.62788
118888,118682.7657
118889,248936.7883
118890,-13249.79991
118891,192798.6756
118892,-44140.13429
118893,191171.9566
118894,218509.1662
118895,88344.26105
118896,-2911.579513
118897,-52080.29164
118898,-50811.08683
118899,-27930.59151
118900,3037.864676
118901,455.7214405
118902,11936.15428
118903,166599.5278
118904,175641.9194
118905,119369.5136
118906,29953.1965
118907,97152.63911
118908,60339.03196
118909,201625.0316
118910,371244.2453
118911,58589.11026
118912,-40615.19979
118913,49150.39576
118914,127194.4174
118915,-7238.281566
118916,-36839.26011
118917,166891.4996
118918,92054.25698
118919,176343.851
118920,-8712.866467
118921,114986.9338
118922,113516.115
118923,144353.2078
118924,355163.945
118925,176853.9394
118926,-8897.360633
118927,202458.2358
118928,188196.8924
118929,173300.7929
118930,276598.7944
118931,28422.45612
118932,183744.5272
118933,496531.1983
118934,32741.74858
118935,94521.64405
118936,76508.05805
118937,76822.15939
118938,95183.73431
118939,167733.7046
118940,-18774.4644
118941,96133.78857
118942,33781.43798
118943,336199.9908
118944,80008.24436
118945,456357.0941
118946,213883.8041
118947,507.959253
118948,80337.69993
118949,33911.33827
118950,126269.4544
118951,201727.0067
118952,218692.5488
118953,170101.3349
118954,-51302.32511
118955,284957.5919
118956,103779.1724
118957,-27355.64851
118958,-8238.545552
118959,105079.001
118960,24084.31062
118961,46073.57773
118962,150524.5032
118963,455393.2041
118964,162902.0982
118965,108294.8554
118966,9520.592039
118967,74126.90922
118968,155332.2273
118969,213436.2197
118970,138449.4662
118971,269199.8649
118972,163791.7107
118973,188193.8332
118974,400407.803
118975,74507.99386
118976,27948.61384
118977,57491.22366
118978,75940.1503
118979,380575.4166
118980,81873.49536
118981,320335.8206
118982,168178.9929
118983,64771.60786
118984,135369.4735
118985,44942.17514
118986,61880.81089
118987,5739.048937
118988,309752.3093
118989,96527.28331
118990,88578.76218
118991,443936.5748
118992,455918.9669
118993,101883.6824
118994,109798.0453
118995,48674.50952
118996,51890.04631
118997,83132.72408
118998,221688.5866
118999,38993.20784
119000,94693.05392
119001,45685.33854
119002,67158.53862
119003,189047.1192
119004,260307.2367
119005,28119.85229
119006,79240.57796
119007,158789.9777
119008,1428.427438
119009,227576.6395
119010,-26796.00675
119011,13720.44176
119012,65239.78213
119013,78771.41184
119014,34789.93731
119015,178621.1446
119016,90895.38676
119017,176755.9643
119018,-17533.2462
119019,309562.0933
119020,65021.18583
119021,207947.2533
119022,494806.7614
119023,-47538.16284
119024,13742.66773
119025,68618.00075
119026,51043.36833
119027,72225.43468
119028,19178.41929
119029,184831.819
119030,506692.9999
119031,19865.45997
119032,180872.2319
119033,-32242.53257
119034,29766.81697
119035,315348.1489
119036,-7034.093005
119037,16240.13591
119038,62566.14313
119039,33854.74628
119040,184694.9081
119041,66936.55597
119042,51525.83904
119043,85177.98478
119044,209038.3138
119045,69938.94422
119046,1347.245717
119047,55111.6472
119048,392622.7016
119049,71596.9243
119050,34625.69867
119051,157353.992
119052,27592.62652
119053,61347.04913
119054,312501.6332
119055,46482.77466
119056,97723.0093
119057,18.29437107
119058,12474.33605
119059,96169.30702
119060,18964.25433
119061,56018.11536
119062,270712.6437
119063,84612.752
119064,110937.2132
119065,600498.3784
119066,-18920.28997
119067,36657.75873
119068,68299.81314
119069,142437.4758
119070,-83944.89313
119071,-11019.88186
119072,72696.26987
119073,-41192.97201
119074,210761.4848
119075,63672.04289
119076,35821.80111
119077,-19483.06566
119078,103706.381
119079,91896.11739
119080,127080.1315
119081,239281.8016
119082,69843.06396
119083,-32055.85246
119084,435.715882
119085,74208.30825
119086,132587.7138
119087,184830.6605
119088,80159.8063
119089,229242.6862
119090,-28227.50247
119091,-6903.500436
119092,145911.0216
119093,36631.66063
119094,35236.11424
119095,70904.12082
119096,82996.52404
119097,113367.6807
119098,81744.14754
119099,9793.577648
119100,139972.9925
119101,7811.025411
119102,81782.69248
119103,28912.70195
119104,12412.53956
119105,323403.4796
119106,161163.4287
119107,-10956.81388
119108,15178.5004
119109,143819.8544
119110,125407.1963
119111,71240.79756
119112,123702.4156
119113,316391.8988
119114,40311.55469
119115,168559.9158
119116,34386.81292
119117,151695.8787
119118,205760.4201
119119,-14311.58471
119120,147531.3516
119121,-1595.110824
119122,228225.2682
119123,164187.6075
119124,-18401.99109
119125,42646.53331
119126,82904.24274
119127,-1008.87133
119128,72437.53379
119129,135050.5004
119130,213238.2857
119131,510897.3262
119132,99753.86641
119133,41413.50786
119134,114396.5369
119135,323403.3247
119136,63944.81258
119137,-33011.91849
119138,260250.5547
119139,62763.59272
119140,5942.388785
119141,25632.09364
119142,109747.1659
119143,218038.8829
119144,134348.39
119145,85515.63679
119146,32707.99517
119147,180721.229
119148,4885.323598
119149,-921.6230443
119150,32019.43745
119151,221591.6061
119152,157005.4474
119153,545303.483
119154,96997.18173
119155,23933.79545
119156,248574.9545
119157,68152.20602
119158,154443.4433
119159,10009.0381
119160,136182.7706
119161,54246.25353
119162,108004.7253
119163,60018.24312
119164,215596.7812
119165,29851.71003
119166,103771.6114
119167,176206.7994
119168,58091.12514
119169,195267.6452
119170,346189.051
119171,5263.561898
119172,-2270.36021
119173,391944.4455
119174,194973.4946
119175,66642.66438
119176,486729.0109
119177,178065.0324
119178,145199.7245
119179,120104.903
119180,235017.5991
119181,47570.70709
119182,148198.7586
119183,289651.0822
119184,545470.8373
119185,59683.15848
119186,120615.8693
119187,34066.72727
119188,258664.6621
119189,183201.4808
119190,91681.09711
119191,215380.7824
119192,161177.6735
119193,164976.5719
119194,109189.4438
119195,126165.6643
119196,116393.6256
119197,79562.07696
119198,107047.3658
119199,237547.1493
119200,71994.35025
119201,8450.707982
119202,59345.20969
119203,22359.02297
119204,34552.16596
119205,6069.029496
119206,-34058.15876
119207,29887.80436
119208,16504.62235
119209,31074.15509
119210,-18239.25056
119211,32356.37828
119212,39300.86934
119213,-41020.43246
119214,303932.2866
119215,360444.4548
119216,-36992.56551
119217,15182.41011
119218,36956.8085
119219,185124.2063
119220,127371.9009
119221,-29279.90815
119222,65674.58571
119223,8987.86674
119224,120703.6347
119225,104869.0506
119226,35791.2696
119227,149225.5954
119228,40207.86506
119229,27147.48915
119230,239979.268
119231,38808.6185
119232,50460.05646
119233,23632.22419
119234,193230.9527
119235,61454.28869
119236,620878.1151
119237,128058.3392
119238,29145.1481
119239,-3074.719554
119240,171056.2388
119241,66534.3729
119242,-12177.71913
119243,-12760.54047
119244,83803.85013
119245,-2711.959457
119246,101008.403
119247,157894.2736
119248,31415.53836
119249,234740.3761
119250,111276.6346
119251,53660.23238
119252,56289.11849
119253,162219.5032
119254,360993.7106
119255,112487.1638
119256,35882.15226
119257,55778.11461
119258,39038.17802
119259,91721.97811
119260,223016.2393
119261,44112.72084
119262,43370.84254
119263,30903.90571
119264,35523.7179
119265,129290.3545
119266,114881.3465
119267,77786.945
119268,680.5907966
119269,-59507.63464
119270,30428.8751
119271,155669.1836
119272,277220.0098
119273,39686.58311
119274,96267.53621
119275,220914.3212
119276,37645.13878
119277,35131.81673
119278,189389.7778
119279,22155.04254
119280,58513.23213
119281,160808.001
119282,43804.57718
119283,39003.21985
119284,-78735.13575
119285,26590.87531
119286,-13299.43176
119287,23201.18702
119288,43759.43033
119289,90132.04383
119290,419060.3301
119291,98522.03649
119292,72027.06637
119293,94602.02173
119294,211594.7908
119295,377891.4427
119296,64000.34707
119297,138823.1559
119298,19680.93225
119299,3532.497904
119300,72949.95752
119301,128600.0762
119302,118875.8638
119303,98651.76516
119304,39790.62764
119305,15930.35751
119306,-2276.184824
119307,75.81199396
119308,46828.70728
119309,96042.52442
119310,203755.223
119311,93764.76645
119312,123277.4007
119313,68763.27664
119314,33160.80516
119315,209601.3291
119316,560236.8462
119317,102231.2144
119318,726740.3658
119319,53890.31181
119320,120939.8195
119321,361050.0783
119322,336625.7534
119323,86515.79423
119324,42054.43593
119325,-12820.31108
119326,-31221.10245
119327,130874.6741
119328,924875.7549
119329,262089.3768
119330,127791.0704
119331,30137.68561
119332,107326.0921
119333,147440.7184
119334,73695.6832
119335,47800.62085
119336,-28771.47938
119337,60073.55955
119338,301844.2117
119339,104415.7325
119340,318822.099
119341,60704.68859
119342,49303.96721
119343,-11332.82393
119344,47328.8158
119345,166124.0216
119346,14135.21289
119347,27821.71333
119348,215722.635
119349,23796.719
119350,3742.994382
119351,109173.9204
119352,43238.24706
119353,86245.07227
119354,318971.711
119355,79508.70625
119356,102620.5461
119357,33615.58844
119358,309646.5996
119359,379.9432227
119360,120638.7858
119361,58592.23289
119362,7735.921296
119363,240617.8591
119364,62707.39351
119365,408982.7274
119366,42893.31211
119367,426555.6767
119368,138829.4444
119369,160696.5821
119370,403870.9461
119371,107318.2463
119372,57334.59044
119373,36011.71041
119374,69884.33343
119375,-528.6560117
119376,48929.13155
119377,44957.64767
119378,-17364.68042
119379,291992.7618
119380,30463.48013
119381,89351.51335
119382,-10784.99407
119383,99487.86848
119384,281933.6365
119385,172034.1738
119386,-31141.66303
119387,240972.0339
119388,16096.15501
119389,777484.9245
119390,112290.8585
119391,68551.99356
119392,142004.6102
119393,165577.9395
119394,481606.0033
119395,63462.11008
119396,78238.02413
119397,468975.4832
119398,73149.32034
119399,-67861.91315
119400,260176.5895
119401,239391.4378
119402,94040.18447
119403,45873.79036
119404,53651.47171
119405,288300.3892
119406,346715.6322
119407,287859.791
119408,203488.0604
119409,73344.83216
119410,255819.8597
119411,44365.26916
119412,17222.71332
119413,42990.30171
119414,112382.5611
119415,139772.5336
119416,63647.20661
119417,11484.02716
119418,247241.4579
119419,15375.59744
119420,64862.2305
119421,46248.83082
119422,34950.41431
119423,-20200.0369
119424,21436.27672
119425,102785.5766
119426,30288.75393
119427,30642.85509
119428,44534.24734
119429,107233.7093
119430,9079.758599
119431,59064.66093
119432,106697.0949
119433,126978.7692
119434,-110536.4239
119435,256988.7763
119436,367968.3086
119437,-25907.802
119438,22242.0649
119439,52463.827
119440,36236.95921
119441,22786.58876
119442,44664.01513
119443,23161.87206
119444,53223.01554
119445,22010.09168
119446,178809.6547
119447,-52284.25537
119448,9312.121297
119449,188881.6974
119450,32674.18177
119451,518996.1013
119452,37080.87685
119453,800.9379499
119454,135312.9044
119455,15377.53918
119456,-19523.70074
119457,234901.8649
119458,7420.698106
119459,152603.3123
119460,-6143.325725
119461,45462.05069
119462,-118083.7143
119463,85279.53144
119464,38661.2381
119465,-36064.56432
119466,-14138.6734
119467,841817.6759
119468,105763.6994
119469,182484.8843
119470,511290.5734
119471,56199.50015
119472,128878.9591
119473,115843.9221
119474,86647.94665
119475,426033.2702
119476,87870.77598
119477,-2243.058346
119478,305172.6544
119479,513790.0344
119480,163036.0851
119481,462336.7427
119482,222318.0449
119483,21479.09748
119484,93371.66957
119485,31601.09501
119486,15107.21266
119487,-6443.917537
119488,169076.5159
119489,62302.05537
119490,55339.94221
119491,122673.0283
119492,233101.6707
119493,137620.2914
119494,126785.7403
119495,71376.78369
119496,151148.2415
119497,21890.98844
119498,1480.701495
119499,-5661.518399
119500,310387.3148
119501,828952.5656
119502,66377.36487
119503,-45385.84576
119504,-57280.30507
119505,95968.21795
119506,52887.45331
119507,78978.95365
119508,143671.6785
119509,377574.0122
119510,57840.93146
119511,27626.13629
119512,148132.8785
119513,27946.46315
119514,103382.7397
119515,113803.656
119516,11931.7245
119517,78122.45314
119518,79638.22201
119519,68099.39659
119520,44340.44474
119521,162620.8787
119522,126762.6047
119523,167959.677
119524,113317.0567
119525,216792.5895
119526,81443.7368
119527,94341.56728
119528,43399.3255
119529,255767.6212
119530,-12681.3023
119531,-44354.85799
119532,-10096.85184
119533,152614.7305
119534,161484.6114
119535,119617.2926
119536,211743.1672
119537,231476.4208
119538,-10320.81035
119539,382672.0505
119540,374362.5525
119541,33655.87003
119542,171736.825
119543,4109.92792
119544,133231.5357
119545,130611.2779
119546,215724.0432
119547,30713.27166
119548,120102.3798
119549,291430.5409
119550,133751.286
119551,-18497.04589
119552,67858.22384
119553,66421.19844
119554,158578.1055
119555,268609.9539
119556,51500.5567
119557,84918.94112
119558,39762.25167
119559,136440.7954
119560,309138.8573
119561,230415.6061
119562,67803.28552
119563,76223.81833
119564,17660.90424
119565,78591.82589
119566,6390.435014
119567,79560.24079
119568,72612.99688
119569,212367.6016
119570,21281.56852
119571,112102.3656
119572,3955.971445
119573,319340.7602
119574,294331.3541
119575,160276.3756
119576,446777.5125
119577,65357.67691
119578,1903.558019
119579,-13272.20946
119580,72640.50599
119581,7683.461707
119582,48913.85041
119583,596450.2798
119584,76092.21058
119585,87205.18214
119586,253380.0877
119587,59578.05355
119588,192815.8546
119589,61859.3907
